date,sales,profit,discount,quantity,customers,region,category,segment,day_of_week,month,year,is_weekend,is_holiday_season,sales_lag_1,sales_lag_7,sales_lag_30,sales_rolling_7,sales_rolling_30
2023-12-06,9090.61,1912.32,0.0,159,132,East,Office Supplies,Consumer,2,12,2023,0,1,7872.94,7208.14,6940.54,10693.037142857142,9255.445
2023-12-07,9541.99,3216.4,0.0,280,138,East,Furniture,Corporate,3,12,2023,0,1,9090.61,6911.03,8111.73,11068.888571428572,9303.120333333332
2023-12-08,13672.72,3675.34,0.05,253,195,Central,Office Supplies,Consumer,4,12,2023,0,1,9541.99,13630.81,7754.18,11074.875714285716,9500.405
2023-12-09,14779.46,3052.74,0.0,269,213,South,Technology,Home Office,5,12,2023,1,1,13672.72,12842.12,6865.68,11351.638571428572,9764.197666666667
2023-12-10,15941.8,4947.83,0.0,500,230,Central,Office Supplies,Consumer,6,12,2023,1,1,14779.46,15107.58,8205.3,11470.812857142857,10022.081
2023-12-11,9305.34,1810.43,0.1,233,134,West,Office Supplies,Consumer,0,12,2023,0,1,15941.8,9396.17,12157.5,11457.837142857143,9927.009
2023-12-12,9359.82,1697.6,0.15,196,132,West,Technology,Consumer,1,12,2023,0,1,9305.34,7872.94,9240.22,11670.24857142857,9930.995666666666
2023-12-13,9277.26,2473.89,0.0,206,129,West,Technology,Home Office,2,12,2023,0,1,9359.82,9090.61,8862.5,11696.912857142857,9944.821
2023-12-14,10567.06,1722.39,0.15,212,146,West,Furniture,Home Office,3,12,2023,0,1,9277.26,9541.99,7595.72,11843.35142857143,10043.865666666668
2023-12-15,12004.77,3885.78,0.05,277,171,South,Technology,Consumer,4,12,2023,0,1,10567.06,13672.72,8010.25,11605.072857142859,10177.016333333333
2023-12-16,14387.61,3187.29,0.05,341,206,South,Furniture,Corporate,5,12,2023,1,1,12004.77,14779.46,6841.7,11549.094285714285,10428.546666666667
2023-12-17,15071.4,2530.86,0.05,474,216,East,Furniture,Home Office,6,12,2023,1,1,14387.61,15941.8,8756.38,11424.751428571428,10639.047333333332
2023-12-18,8271.33,1624.12,0.15,146,116,East,Furniture,Consumer,0,12,2023,0,1,15071.4,9305.34,12392.39,11277.035714285714,10501.678666666667
2023-12-19,11195.23,1968.28,0.0,239,159,South,Furniture,Consumer,1,12,2023,0,1,8271.33,9359.82,9343.95,11539.237142857144,10563.387999999999
2023-12-20,9614.59,2320.44,0.0,272,135,East,Office Supplies,Home Office,2,12,2023,0,1,11195.23,9277.26,7301.67,11587.427142857143,10640.485333333334
2023-12-21,9734.3,1402.05,0.2,269,141,South,Office Supplies,Consumer,3,12,2023,0,1,9614.59,10567.06,7167.52,11468.46142857143,10726.044666666665
2023-12-22,10625.99,3239.83,0.0,185,150,East,Technology,Home Office,4,12,2023,0,1,9734.3,12004.77,8846.35,11271.492857142857,10785.366
2023-12-23,14924.01,3915.87,0.0,351,212,East,Technology,Consumer,5,12,2023,1,1,10625.99,14387.61,7922.61,11348.121428571429,11018.746000000001
2023-12-24,16119.24,4060.94,0.0,505,231,East,Office Supplies,Home Office,6,12,2023,1,1,14924.01,15071.4,7923.86,11497.812857142857,11291.925333333334
2023-12-25,10053.09,2278.16,0.2,293,138,South,Technology,Corporate,0,12,2023,0,1,16119.24,8271.33,12016.76,11752.35,11226.469666666668
2023-12-26,9505.59,3235.98,0.0,229,137,Central,Office Supplies,Consumer,1,12,2023,0,1,10053.09,11195.23,12633.38,11510.972857142857,11122.21
2023-12-27,11341.75,3273.23,0.05,259,163,East,Technology,Consumer,2,12,2023,0,1,9505.59,9614.59,8221.72,11757.710000000001,11226.211
2023-12-28,8868.42,3044.63,0.0,158,123,Central,Technology,Home Office,3,12,2023,0,1,11341.75,9734.3,9432.58,11634.012857142856,11207.405666666667
2023-12-29,10727.16,3439.68,0.1,297,149,South,Furniture,Corporate,4,12,2023,0,1,8868.42,10625.99,7208.14,11648.465714285714,11324.706333333334
2023-12-30,13319.47,3747.66,0.05,276,190,East,Office Supplies,Home Office,5,12,2023,1,1,10727.16,14924.01,6911.03,11419.245714285715,11538.321
2023-12-31,14603.03,2567.87,0.0,268,207,West,Office Supplies,Consumer,6,12,2023,1,1,13319.47,16119.24,13630.81,11202.644285714287,11570.728333333333
